BCILMNO	1
BCDEFILMNORS	BCDEFILMNOQW	3
BCDEFIKLMNORS	BCDEFHILMNORS	4
ABCDFGILNO	ABCDFHILNO	2
CDEFILMNO	ACDFILMNO	CDFGILMNO	30
BCDEFGIJLMNOR	BCDEFGIKLMNOR	BCDEFGIJLMNOV	BCDEFGIJLMNOQ	BCDEFGIJLMNO$	7
ABCDFILM	3
ABCDFILMN$	ABCDFILMNR	5
BILNOQ	BILMNO	87
ABCDEFIKLNO	ABCDEFIKLMN	3
BCDEFGHILMNOQ	BCDEFGHILMNO$	BCDEFGIKLMNO$	BCDEFGHILMNOR	4
ABCDEFHIKLNOQW	ABCDEFIKLMNOQV	ABCDEFIKLMNORS	ABCDEFIKLMNORZ	ABCDEFIKLMNORV	9
ABCDFILMNORX	ABCDHILMNOVZ	3
CDEFIJLMNO$	CDEFIKLMNOV	2
BILMNORS	6
ACDFILMNOQ	BCDFILMNO$	BCDEFILNOQ	4
ABCDFGILMNOQW	ABCDFHILMNOQW	ABCDFGILMNOPU	ABCDFHILMNOR\	ABCDFHILMNOPU	ABCDFGILMOQVW	28
ABCDFILMN\	ABCDEILMNO	5
ABCDEFGHIKLMNO$	ABCDEFGHIKLMNOV	ABCDEFGHIJKLMNO	ABCDEFGHIKLMNOT	6
BCDEFHIJKLMNO	BCDEFIJKLMNOQ	BCDEFGIJKLMNO	BCDEFIJKLMNO$	BCDEFHIKLMNOQ	BCDEFGHIJLMNO	21
CDILMN	1
ABCDFLMNO	ABCDFILMO	ABCDFILNO	ABCDFILNQ	19
ABCDFILMNOZ\	ABCDFILMNOX$	ABCDFILMNOR$	4
ABCDFGILMNOPRU	ABCDFHILMNORS\	ABCDFHILMNORSW	ABCDFGILMNOPUW	ABCDFILMNOQRSW	ABCDFGHILMNOPU	7
ILO	7
BCDEFGHIJKLMNOQVW	ABCDEFGHIJKLMNORT	ABCDFILMNOPQRSUV	3
ABCDFHILMNO	ABCDFHILMNR	69
ILMNO	7
ILMNOQW	1
BILMNO	83
BILMN	2
CDFILMNO	ADFILMNO	CDFILMNV	ABCDFILO	6
L	1500
ABCDEFIJKLMNO	ABCDEFGIKLNOQ	ABCDEFGHIKLMN	ABCDEFGIKLMNO	81
CDFILMNORS	1
ABCDFHILMNOQ	ABCDFHILMNO$	ABCDFGILMNO$	ABCDFGILMNOQ	ABCDFHILMNO\	ABCDFGILMNOR	ABCDFHILMNOX	ABCDFHILMNOT	ABCDFHILMNOW	ABCDFGILMNOZ	ABCDFHILMNOR	50
BCDEFIJKLMNO	BCDEFGIKLMNO	BCDEFHIKLMNO	CDEFGIJKLMNO	45
ABCDEFHIKLMNO	BCDEFGHIJKLMNO	BCDEFGIKLMNORS	BCDEFGHIKLMNO$	ABCDEFHIKLNOQW	ABCDEFHIKLMNOR	BCDEFGIKLMNOQ$	ABCDEFIJKLMNOZ	ABCDEFIJKLMNOQ	BCDEFGIJKLNOQW	BCDEFGHIJLMNO	BCDEFGIJKLMNOR	BCDEFGHIKLMNO	BCDEFGHIJLMNOR	BCDEFGIKLMNOQW	ABCDEFHIKLMNOT	BCDEFGHIJLMNO$	35
ABCDFILMNOQV	ABCDFILMNOR$	ABCDFHILNOQY	ABCDFILMNORX	ABCDFILMNOQR	ABCDFILMNOR\	ABCDFILMNOPU	ABCDFILMNORS	ABCDFILMNRSV	ABCDFILMNOQW	ABCDFILMNOQX	74
CDFILMN	ABCILMO	5
ILMN	1
BCDFHILMNQRV	BCDEFILMNOQW	ABCDFILNOQRS	3
ABCDEFGHIKLMN	1
ABCDEFIKLMNOT	ABCDFGHILMNO$	BCDEFGIKLMNO$	ABCDEFIKLMNOZ	ABCDEFIKLMNO$	ABCDFGHILMNOV	ABCDEFIKLMNOV	ABCDEFIKLMNOQ	20
ABCDFILNOQV	ABCDFILNORS	ABCDFILMNRS	ABCDFILMNOZ	ABCDFILMNO$	ABCDFILMNOV	ABCDFILMNQ$	ABCDFILMNOR	ABCDFILMNO\	ABCDFILMNOQ	ABCDFILMNOX	ABCDFILMNOW	126
BCDFILMNOQW	ACDFILMNOVZ	BCDFILMNORS	ACDFILMNOQ\	5
ABCDEFIKLMN	1
ABCDFILMN	ABDFILMNO	ABCDFILM\	CDEFGILMN	BDEFILMNO	CDEFGILNO	BCDEFILNO	ACDFILMNO	BCDEFILMN	63
CILMNO$	BILMNOR	BILMNOQ	5
ABCDEFHIKLMN	BCDEFGIKLMNO	BCDEFGHILMNO	ABCDFGHILMNO	ABCDEFIKLNOQ	ABCDFGHILNOQ	BCDEFGIJLMNO	BCDEFGIKLMNV	ABCDEFIJKLMN	ABCDEFGIKLMN	ABCDFGILMNOV	ABCDEFIKLMNO	191
BCDEILM	1
BL	15
BILMNOZ	BILMNO$	BILMNOQ	BILMNOV	9
BCDEFGILMNOR	BCDEFGILMNO$	BCDEFIKLMNOR	BCDEFIJLMNOR	BCDEFIJLMNOZ	BCDEFIKLMNOV	BCDEFGILMNR$	BCDEFHILMNOQ	BCDEFIJLMNOQ	ACDEFIKLMNO$	BCDEFGILMNOW	BCDEFGILMNOT	BCDEFIJLMNOV	BCDEFGILMNOV	22
CDFILMNQW	1
ABCDFGILMOQVW	BCDEFGIKLMNOR	ABCDFGILMNORS	BCDEFIJLMNORS	BCDEFIJKLMNOR	ABCDFILMNOQWX	ABCDFILMNOPTU	ABCDFILMNOQRS	ABCDFILMNORS$	BCDEFHIJLNOQT	ABCDFHILMNORS	ABCDFILMNOQVW	BCDEFGILMNORV	ABCDFILMNORSX	ABCDFILMNOQX$	BCDEFGIKLMNQR	ABCDFILMNOPUV	ABCDFGILMNORV	BCDEFILMNORSV	BCDEFGILMNORS	ABCDFHILMNOR$	BCDEFIKLMNORS	ABCDFILMNOQRW	40
BCDEFILMNV	ACDFGILMNO	BCDFILMNOS	ABCDFILMNR	ABCDFILMNO	CDEFIKLMNO	BDEFIKLMNO	ACDFILMNO$	ABCDFHILNO	BCDFILMNOZ	ACDFILMNOQ	ABCDFILNO\	BCDEFILMNO	ACDFGHILMN	ABCDFILMRS	ACDFHILMNO	BCDFILMNOX	ABCDFILOWZ	CDEFGILMNO	BCDEFIJLNO	CDEFGIJLMN	CDEGIJKLMN	ABCDFILMNX	ABCDFILMN\	ABCDFGILMN	ABCDFILNOQ	ABCDFGLMNO	781
ACDFILMO	ACDFILMN	BCDFILMN	7
ACDEFIKLMNO	CDEFHIKLMNO	ABCDFGILMNO	BCDEFHILMNO	BCDEFGILMNO	ABCDFGHLMNO	BCDEFGIKLNO	CDEFGIKLMNO	ABCDFGILNOR	BDEFGIKLMNO	224
ACDFILNOR	ACDFILNQW	ACDFILNOX	BCDFILNOQ	BCDFILMNO	26
BCDEFILMNOT	BCDEFIJLMNO	BCDEFHILNOQ	BCDEFIKLNOQ	BCDEFIJLNOQ	BCDEFILMNO$	BCDEFILMNOV	BCDEFILMNOR	BCDEGHILMNO	BCDEFIKLMNO	84
ABCDEFGIJKLMNOR	ABCDEFGHIJKLMNORT	ABCDEFGHIKLMNOV	BCDEFGHIJLMNOQW	BCDEFIJKLMNORS	BCDEFGHIJKLMNOT	ABCDFHILMNOQRSW	ABCDFHILMNOQWZ	BCDEFGIKLMNOQVW	ABCDEFGIKLMNOW	ABCDEFGIKLMNOQ	ABCDEFGIJKLMNO	ABCDFGHILMNOPU$	ABCDEFGIKLMNOR	BCDEFGIJKLMNORS	ABCDFGILMNOQVW	ABCDFGHILMNORS$	ABCDEFIKLMNOQRW	BCDEFGIKLMNORS$	ABCDFGILMNOPRSU$	ABCDEFGIKLMNORS	BCDEFGHILMNORS	ABCDEFGIJKLMNORS	BCDEFGIJKLMNOQW	ABCDEFHIKLMNORV	ABCDEFGIKLMNO$	ABCDEFGHIKLMNORZ	ABCDFGHILMNOPUV	ABCDEFGIKLMNOTW	ABCDEFHIJKLMNO	ABCDFGILMNOQW$	ABCDFHILMNOPRSU	ABCDFHILMNORSZ$	ABCDEFGIJKLMNO$	ABCDFGILMNOPRU	ABCDEFGIKLMNOQW	ABCDEFGHIKLMNO	ABCDEFGIKLMNOV	ABCDFGHILMNOPQU	ABCDEFIKLMNOQTW	ABCDEFHIKLMNORS	ABCDEFGIKLMNOT	ABCDFGILMNOPRSU	ABCDEFGIKLMNOQV	ABCDEFGIKLMNOQ$	71
